mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__nstates,param_clf__pew,param_discretize__bins,params,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,split0_test_aic,split1_test_aic,split2_test_aic,mean_test_aic,std_test_aic,rank_test_aic,split0_test_log_loss,split1_test_log_loss,split2_test_log_loss,mean_test_log_loss,std_test_log_loss,rank_test_log_loss,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_mod_roc_auc,split1_test_mod_roc_auc,split2_test_mod_roc_auc,mean_test_mod_roc_auc,std_test_mod_roc_auc,rank_test_mod_roc_auc,split0_test_mod_roc_auc_no_pew,split1_test_mod_roc_auc_no_pew,split2_test_mod_roc_auc_no_pew,mean_test_mod_roc_auc_no_pew,std_test_mod_roc_auc_no_pew,rank_test_mod_roc_auc_no_pew
0.0629127820332845,0.004510744689356184,6.46978219350179,2.4773501819130224,4,40,"[0, 20, 50, 80, 100]","{'clf__nstates': 4, 'clf__pew': np.int64(40), 'discretize__bins': [0, 20, 50, 80, 100]}",0.008620689655172414,0.0029239766081871343,0.041666666666666664,0.017737110976675404,0.017079829459047454,31,5455.60856021384,5455.880785284925,5455.775060904437,5455.754802134401,0.11205485458569685,40,-0.19571989308018586,-0.05960735753742391,-0.11246954778172304,-0.12259893279977759,0.05602742729296608,37,0.7337962962962963,0.6325431034482758,0.9825757575757577,0.7829717191067767,0.14707000916870502,11,0.48093672673746035,0.620075585024717,0.6520876782394921,0.5843666633338898,0.07429449224204052,51,0.8615916955017301,0.8145879732739421,0.9931192660550459,0.8897663116102393,0.07555886169148505,21
0.05747596422831217,0.002297145975361325,6.522641499837239,2.5390432220842656,4,50,"[0, 20, 50, 80, 100]","{'clf__nstates': 4, 'clf__pew': np.int64(50), 'discretize__bins': [0, 20, 50, 80, 100]}",0.008620689655172414,0.0028011204481792717,0.025,0.012140603367783895,0.009398223511112224,38,5455.605647335426,5455.87551101776,5455.75347454998,5455.744877634388,0.11033896857417391,41,-0.19717633228715187,-0.062244491119835745,-0.12326272500993488,-0.12756118280564085,0.05516948428715857,40,0.7337962962962963,0.6163793103448275,0.9704545454545455,0.7735433840318896,0.14725757765923,14,0.40641144614268165,0.5845372813883795,0.5657193531090485,0.5188893602133698,0.07990406527601857,74,0.8633217993079585,0.8079064587973274,0.9881498470948011,0.886459368400029,0.07538094402812172,22
0.059939066569010414,0.0008456180638163403,6.362417221069336,2.4576668210642096,4,70,"[0, 20, 50, 80, 100]","{'clf__nstates': 4, 'clf__pew': np.int64(70), 'discretize__bins': [0, 20, 50, 80, 100]}",0.008620689655172414,0.0026954177897574125,0.02564102564102564,0.012319044361985157,0.009725691083211807,37,5455.596940187104,5455.868134186452,5455.708759989135,5455.72461145423,0.11128042064929394,43,-0.20152990644785035,-0.06593290677371877,-0.14562000543285183,-0.13769427288480698,0.055640210324752026,44,0.7337962962962963,0.6012931034482758,0.9712121212121213,0.7687671736522311,0.15302993524824904,17,0.30797076617937985,0.49307307087765473,0.4340227572296097,0.4116888647622147,0.07720024985154784,101,0.8615916955017301,0.8045657015590201,0.9885321100917431,0.8848965023841644,0.0768905949384269,23
0.0590815544128418,0.0015786691492600383,6.64936367670695,2.640469888572062,4,60,"[0, 20, 50, 80, 100]","{'clf__nstates': 4, 'clf__pew': np.int64(60), 'discretize__bins': [0, 20, 50, 80, 100]}",0.008620689655172414,0.002717391304347826,0.02564102564102564,0.012326368866848627,0.009718446261802533,36,5455.599931730014,5455.871041386527,5455.731598826323,5455.734190647621,0.11069522608482638,42,-0.200034134993274,-0.06447930673639432,-0.13420058683849803,-0.13290467618938875,0.05534761304245434,43,0.7337962962962963,0.6045258620689655,0.9712121212121212,0.7698447598591276,0.15185370581589586,16,0.3364567462212694,0.5555235633646262,0.4944223802721194,0.46213422995267167,0.09230189987795002,89,0.8615916955017301,0.8010033444816054,0.9885321100917431,0.8837090500250261,0.07813937339202463,24
0.04857548077901205,0.0008376456980894944,6.459226528803508,2.4828453059083007,3,80,"[0, 5, 95, 100]","{'clf__nstates': 3, 'clf__pew': np.int64(80), 'discretize__bins': [0, 5, 95, 100]}",0.00909090909090909,0.0024630541871921183,0.017543859649122806,0.009699274309074671,0.006171723396489015,61,1450.454352587718,1451.624351771893,1451.4403194986787,1451.1730079527633,0.5136899970977377,98,-0.7728237061410248,-0.18782411405343696,-0.279840250660658,-0.4134960236183732,0.25684499854887094,121,0.7488425925925926,0.5635775862068966,0.9575757575757576,0.7566653121250823,0.1609441641608762,19,0.3913708088986111,0.6805905613245062,0.4179679278395182,0.49664309935421186,0.13052293095588954,81,0.8725490196078431,0.801549463647199,0.9766104294478528,0.8835696375676316,0.0718919372017295,25
0.07870801289876302,0.003748273836310409,6.473503986994426,2.5019423050310627,5,20,"[0, 5, 20, 80, 95, 100]","{'clf__nstates': 5, 'clf__pew': np.int64(20), 'discretize__bins': [0, 5, 20, 80, 95, 100]}",0.014492753623188406,0.025,0.00141643059490085,0.013636394739363086,0.009646975324757223,34,15619.74620140021,15619.883732622602,15619.847241165548,15619.825725062787,0.05817167862832672,4,-0.12689929989500165,-0.058133688699034236,-0.07637941722599148,-0.08713746860667577,0.029085839314241586,21,0.8425925925925927,0.9579741379310346,0.46590909090909094,0.7554919404775727,0.2101140885714603,20,0.7002610443669881,0.9228059594909006,0.5759967244175405,0.7330212427584764,0.1434668006474658,13,0.9306451612903226,0.9778617710583153,0.7300232738557021,0.87951006873478,0.10744635387612542,26
0.04669682184855143,0.001509606251313576,6.400980631510417,2.5549024051836526,3,20,"[0, 5, 95, 100]","{'clf__nstates': 3, 'clf__pew': np.int64(20), 'discretize__bins': [0, 5, 95, 100]}",0.01694915254237288,0.002079002079002079,0.009009009009009009,0.009345721210127991,0.00607538064819034,63,1451.3749641462882,1451.8098406486554,1451.7890196829749,1451.6579414926393,0.20027566346408943,79,-0.31251792685593677,-0.09507967567226422,-0.10549015851259039,-0.17102925368026378,0.10013783173207311,62,0.8668981481481481,0.48275862068965514,0.9166666666666667,0.7554411451681565,0.19388320492134514,21,0.6752171142053575,0.7466960352422908,0.8943650704906156,0.7720927399794212,0.09125130554182079,8,0.9090909090909091,0.7626025791324736,0.9648377125193199,0.8788437335809008,0.08528747861887975,27
0.045624494552612305,0.0015143425145236178,6.381951093673706,2.477298427177036,3,30,"[0, 5, 95, 100]","{'clf__nstates': 3, 'clf__pew': np.int64(30), 'discretize__bins': [0, 5, 95, 100]}",0.011363636363636364,0.002074688796680498,0.014925373134328358,0.009454566098215073,0.005417160015186543,62,1450.9018717685071,1451.757355527653,1451.7209133715244,1451.4600468892284,0.3949697091590771,85,-0.5490641157464891,-0.1213222361734827,-0.1395433142377627,-0.2699765553859115,0.19748485457956924,89,0.7997685185185185,0.4816810344827587,0.95,0.7438165176670924,0.19524110421944668,23,0.6329468991978578,0.7488864142538976,0.7869373349561124,0.7229235494692894,0.0654920673930422,18,0.8925081433224755,0.7617096018735363,0.9754412893323101,0.8765530115094405,0.08798194219790115,28
0.04759629567464193,0.0020926808144710388,6.401778062184651,2.4544368156939815,3,40,"[0, 5, 95, 100]","{'clf__nstates': 3, 'clf__pew': np.int64(40), 'discretize__bins': [0, 5, 95, 100]}",0.00909090909090909,0.002150537634408602,0.023809523809523808,0.011683656844947168,0.00903030734879347,46,1450.4858961882107,1451.7356526849424,1451.6225167926739,1451.2813552219422,0.56436763330813,94,-0.7570519058946359,-0.13217365752885812,-0.18874160366311055,-0.3593223890288682,0.2821838166540499,113,0.7488425925925926,0.5,0.968939393939394,0.7392606621773288,0.19156356445476744,29,0.6676806486665052,0.7612612612612613,0.6810177231559629,0.7033198776945765,0.041330959632383764,21,0.8725490196078431,0.7710280373831776,0.9850574712643678,0.8762115094184629,0.08741552118316047,29
0.05855274200439453,0.0017892937748380962,6.390155712763469,2.4859571577625807,4,80,"[0, 20, 50, 80, 100]","{'clf__nstates': 4, 'clf__pew': np.int64(80), 'discretize__bins': [0, 20, 50, 80, 100]}",0.008547008547008548,0.002680965147453083,0.01098901098901099,0.007405661561157541,0.003486441464964938,79,5455.591089323861,5455.865375492804,5455.631094151715,5455.695852989459,0.12097797573086004,45,-0.20445533806973942,-0.06731225359804188,-0.1844529241427441,-0.15207350527017513,0.0604889878655432,51,0.7314814814814814,0.5991379310344828,0.9318181818181819,0.7541458647780486,0.13675840746376197,22,0.2911910777446409,0.4435763013744666,0.36764290239055686,0.36747009383655477,0.062211127044793986,113,0.8615916955017301,0.794314381270903,0.9667431192660549,0.8742163986795627,0.07095752142137092,30
